1465229312	0	11352	22	3
1564336128	2964	13416	26	4
2260480000	0	10836	21	3
2260545536	0	10836	21	3
111366144	0	28380	55	7
6488064	3964	16512	32	5
795643904	3384	25284	49	7
1003565056	3256	41796	81	11
786280448	3448	17028	33	5
1322024960	0	15480	30	4
2748514304	0	18576	36	5
2353823744	2352	26316	51	7
1565511680	2932	17544	34	5
4857856	4028	8256	16	3
1564401664	2964	13416	26	4
404180992	0	20124	39	5
2748579840	0	18576	36	5
2260611072	0	10836	21	3
786345984	3448	17028	33	5
1003675648	0	23736	46	6
2595328000	0	22704	44	6
786411520	3448	17028	33	5
6553600	3964	16512	32	5
1149870080	0	19608	38	5
1564467200	2964	13416	26	4
1465294848	0	11352	22	3
838008832	0	31992	62	8
2260676608	0	10836	21	3
2260742144	0	10836	21	3
728592384	0	11868	23	3
786477056	3448	17028	33	5
786542592	3448	17028	33	5
1692672000	0	27348	53	7
1805053952	0	23220	45	6
651505664	0	15996	31	4
2343542784	2416	18060	35	5
2917261312	0	14448	28	4
1565577216	2932	17544	34	5
1576017920	0	39732	77	10
728657920	0	11868	23	3
1955655680	0	19092	37	5
2346291200	2384	22188	43	6
810254336	3352	29412	57	8
1149935616	0	19608	38	5
1568915456	2900	21672	42	6
1564532736	2964	13416	26	4
55885824	3836	33024	64	9
902426624	3288	37668	73	10
1692737536	0	27348	53	7
728723456	0	11868	23	3
838037504	3320	33540	65	9
218583040	0	24252	47	6
2370400256	2320	30444	59	8
1591418880	0	35604	69	9
2342039552	2448	13932	27	4
786608128	3448	17028	33	5
2346356736	2384	22188	43	6
6619136	3964	16512	32	5
218648576	0	24252	47	6
218714112	0	24252	47	6
2595393536	0	22704	44	6
2595459072	0	22704	44	6
1805119488	0	23220	45	6
795475968	0	40248	78	10
1003741184	0	23736	46	6
795709440	3384	25284	49	7
2260807680	0	10836	21	3
1564598272	2964	13416	26	4
1576185856	2868	25800	50	7
6684672	3964	16512	32	5
651571200	0	15996	31	4
218779648	0	24252	47	6
5443584	3996	12384	24	4
2410672128	0	30960	60	8
2370465792	2320	30444	59	8
2340999168	2512	5676	11	2
728788992	0	11868	23	3
2482794496	0	26832	52	7
651636736	0	15996	31	4
1003806720	0	23736	46	6
795774976	3384	25284	49	7
2353889280	2352	26316	51	7
2595524608	0	22704	44	6
6750208	3964	16512	32	5
1150001152	0	19608	38	5
2370531328	2320	30444	59	8
6246400	0	49020	95	12
1805185024	0	23220	45	6
1623953408	2804	34056	66	9
902492160	3288	37668	73	10
1576251392	2868	25800	50	7
2342105088	2448	13932	27	4
1565642752	2932	17544	34	5
651702272	0	15996	31	4
1465360384	0	11352	22	3
6815744	3964	16512	32	5
1568980992	2900	21672	42	6
218845184	0	24252	47	6
786673664	3448	17028	33	5
2343608320	2416	18060	35	5
2917326848	0	14448	28	4
2341064704	2512	5676	11	2
2917392384	0	14448	28	4
1465425920	0	11352	22	3
14475264	3900	24768	48	7
1465491456	0	11352	22	3
27676672	0	36636	71	9
55951360	3836	33024	64	9
784908288	3480	12900	25	4
838074368	0	31992	62	8
1805250560	0	23220	45	6
111390720	3804	37152	72	10
2748645376	0	18576	36	5
2327064576	0	6708	13	2
2595590144	0	22704	44	6
404246528	0	20124	39	5
1150066688	0	19608	38	5
1150132224	0	19608	38	5
1150197760	0	19608	38	5
14540800	3900	24768	48	7
218910720	0	24252	47	6
1322090496	0	15480	30	4
2482688000	2256	38700	75	10
2410737664	0	30960	60	8
1576316928	2868	25800	50	7
728854528	0	11868	23	3
838103040	3320	33540	65	9
1563684864	2996	9288	18	3
1955721216	0	19092	37	5
14606336	3900	24768	48	7
27774976	3868	28896	56	8
789159936	3416	21156	41	6
902467584	0	27864	54	7
2482860032	0	26832	52	7
2260873216	0	10836	21	3
27840512	3868	28896	56	8
9433088	3932	20640	40	6
1569046528	2900	21672	42	6
1322156032	0	15480	30	4
2327130112	0	6708	13	2
789225472	3416	21156	41	6
2343673856	2416	18060	35	5
3045613568	0	10320	20	3
1569112064	2900	21672	42	6
2370596864	2320	30444	59	8
2410803200	0	30960	60	8
1692631040	2772	38184	74	10
1564663808	2964	13416	26	4
810319872	3352	29412	57	8
789291008	3416	21156	41	6
404312064	0	20124	39	5
2917457920	0	14448	28	4
838139904	0	31992	62	8
2748710912	0	18576	36	5
2410868736	0	30960	60	8
810385408	3352	29412	57	8
810450944	3352	29412	57	8
902557696	3288	37668	73	10
784973824	3480	12900	25	4
218976256	0	24252	47	6
2342170624	2448	13932	27	4
785039360	3480	12900	25	4
2343739392	2416	18060	35	5
1692696576	2772	38184	74	10
651767808	0	15996	31	4
14671872	3900	24768	48	7
1564729344	2964	13416	26	4
1003872256	0	23736	46	6
2342236160	2448	13932	27	4
219041792	0	24252	47	6
795840512	3384	25284	49	7
1564794880	2964	13416	26	4
2346422272	2384	22188	43	6
2917523456	0	14448	28	4
2353954816	2352	26316	51	7
786739200	3448	17028	33	5
1576382464	2868	25800	50	7
1805316096	0	23220	45	6
784257024	3512	8772	17	3
1563750400	2996	9288	18	3
810156032	0	36120	70	9
902623232	3288	37668	73	10
789356544	3416	21156	41	6
9498624	3932	20640	40	6
651833344	0	15996	31	4
2748776448	0	18576	36	5
2260938752	0	10836	21	3
2343804928	2416	18060	35	5
56016896	3836	33024	64	9
404377600	0	20124	39	5
902533120	0	27864	54	7
2595655680	0	22704	44	6
2354020352	2352	26316	51	7
1565708288	2932	17544	34	5
1955786752	0	19092	37	5
1805381632	0	23220	45	6
2346487808	2384	22188	43	6
2346553344	2384	22188	43	6
2343870464	2416	18060	35	5
1564860416	2964	13416	26	4
1565773824	2932	17544	34	5
2748841984	0	18576	36	5
1805447168	0	23220	45	6
2595721216	0	22704	44	6
2370301952	0	35088	68	9
1564925952	2964	13416	26	4
2126737408	0	14964	29	4
404443136	0	20124	39	5
789422080	3416	21156	41	6
2917588992	0	14448	28	4
1576448000	2868	25800	50	7
1955852288	0	19092	37	5
1805512704	0	23220	45	6
651898880	0	15996	31	4
2482753536	2256	38700	75	10
2370367488	0	35088	68	9
651964416	0	15996	31	4
1564991488	2964	13416	26	4
838168576	3320	33540	65	9
2126802944	0	14964	29	4
1465556992	0	11352	22	3
1322221568	0	15480	30	4
2595786752	0	22704	44	6
1569177600	2900	21672	42	6
785104896	3480	12900	25	4
810221568	0	36120	70	9
1321709568	3192	50052	97	13
795906048	3384	25284	49	7
1003937792	0	23736	46	6
1576513536	2868	25800	50	7
1576083456	0	39732	77	10
1465622528	0	11352	22	3
652029952	0	15996	31	4
902688768	3288	37668	73	10
2343936000	2416	18060	35	5
1569243136	2900	21672	42	6
5509120	3996	12384	24	4
1565839360	2932	17544	34	5
2261004288	0	10836	21	3
2917654528	0	14448	28	4
2261069824	0	10836	21	3
789487616	3416	21156	41	6
2126868480	0	14964	29	4
786804736	3448	17028	33	5
2346618880	2384	22188	43	6
902598656	0	27864	54	7
1591451648	2836	29928	58	8
6881280	3964	16512	32	5
1004003328	0	23736	46	6
2341191680	2480	9804	19	3
1955917824	0	19092	37	5
784322560	3512	8772	17	3
2342301696	2448	13932	27	4
1569308672	2900	21672	42	6
2341072896	0	55728	108	14
795971584	3384	25284	49	7
2342367232	2448	13932	27	4
728920064	0	11868	23	3
1565904896	2932	17544	34	5
2261135360	0	10836	21	3
2370662400	2320	30444	59	8
1576579072	2868	25800	50	7
1624018944	2804	34056	66	9
2126934016	0	14964	29	4
1624084480	2804	34056	66	9
1004068864	0	23736	46	6
1150263296	0	19608	38	5
652095488	0	15996	31	4
1955983360	0	19092	37	5
785170432	3480	12900	25	4
810516480	3352	29412	57	8
785235968	3480	12900	25	4
1465688064	0	11352	22	3
2748907520	0	18576	36	5
902664192	0	27864	54	7
1004134400	0	23736	46	6
1568743424	0	43860	85	11
1150328832	0	19608	38	5
2346684416	2384	22188	43	6
652161024	0	15996	31	4
404508672	0	20124	39	5
2595852288	0	22704	44	6
1004199936	0	23736	46	6
14737408	3900	24768	48	7
2126999552	0	14964	29	4
1576644608	2868	25800	50	7
1565057024	2964	13416	26	4
1565970432	2932	17544	34	5
2344001536	2416	18060	35	5
404574208	0	20124	39	5
652226560	0	15996	31	4
785301504	3480	12900	25	4
1543413760	0	7224	14	2
219107328	0	24252	47	6
404639744	0	20124	39	5
2917720064	0	14448	28	4
404705280	0	20124	39	5
2261200896	0	10836	21	3
2354085888	2352	26316	51	7
14802944	3900	24768	48	7
2342432768	2448	13932	27	4
1805578240	0	23220	45	6
1322287104	0	15480	30	4
2127065088	0	14964	29	4
404770816	0	20124	39	5
789553152	3416	21156	41	6
1565122560	2964	13416	26	4
56082432	3836	33024	64	9
2748973056	0	18576	36	5
1322352640	0	15480	30	4
2261266432	0	10836	21	3
728985600	0	11868	23	3
838234112	3320	33540	65	9
796037120	3384	25284	49	7
1565188096	2964	13416	26	4
1805643776	0	23220	45	6
4923392	4028	8256	16	3
2370727936	2320	30444	59	8
14868480	3900	24768	48	7
810287104	0	36120	70	9
1003630592	3256	41796	81	11
2410700800	2288	34572	67	9
219172864	0	24252	47	6
902754304	3288	37668	73	10
810582016	3352	29412	57	8
786038784	0	48504	94	12
1956048896	0	19092	37	5
789618688	3416	21156	41	6
1956114432	0	19092	37	5
1322418176	0	15480	30	4
1465753600	0	11352	22	3
2261331968	0	10836	21	3
1465819136	0	11352	22	3
785367040	3480	12900	25	4
404836352	0	20124	39	5
1566035968	2932	17544	34	5
1692803072	0	27348	53	7
1566101504	2932	17544	34	5
1591517184	2836	29928	58	8
1150394368	0	19608	38	5
2370433024	0	35088	68	9
2482925568	0	26832	52	7
1150459904	0	19608	38	5
9564160	3932	20640	40	6
652292096	0	15996	31	4
810647552	3352	29412	57	8
2341793792	0	51600	100	13
2127130624	0	14964	29	4
2370793472	2320	30444	59	8
1624150016	2804	34056	66	9
2482991104	0	26832	52	7
9629696	3932	20640	40	6
6946816	3964	16512	32	5
1623990272	0	31476	61	8
1565253632	2964	13416	26	4
2181439488	2676	13416	26	4
1562902528	3028	5160	10	2
2410934272	0	30960	60	8
1566167040	2932	17544	34	5
784388096	3512	8772	17	3
1150525440	0	19608	38	5
2344067072	2416	18060	35	5
27742208	0	36636	71	9
7012352	3964	16512	32	5
1566232576	2932	17544	34	5
902729728	0	27864	54	7
1624055808	0	31476	61	8
784453632	3512	8772	17	3
4988928	4028	8256	16	3
2410999808	0	30960	60	8
27906048	3868	28896	56	8
1956179968	0	19092	37	5
796102656	3384	25284	49	7
1805709312	0	23220	45	6
9695232	3932	20640	40	6
1692868608	0	27348	53	7
2595917824	0	22704	44	6
1150590976	0	19608	38	5
2595983360	0	22704	44	6
1150656512	0	19608	38	5
9760768	3932	20640	40	6
2261356544	0	10836	21	3
2410766336	2288	34572	67	9
404901888	0	20124	39	5
796168192	3384	25284	49	7
9195520	0	44892	87	11
1150722048	0	19608	38	5
219238400	0	24252	47	6
1322483712	0	15480	30	4
9826304	3932	20640	40	6
7077888	3964	16512	32	5
9891840	3932	20640	40	6
2341257216	2480	9804	19	3
1150787584	0	19608	38	5
56147968	3836	33024	64	9
786870272	3448	17028	33	5
2342498304	2448	13932	27	4
1805774848	0	23220	45	6
1004265472	0	23736	46	6
796233728	3384	25284	49	7
789684224	3416	21156	41	6
786935808	3448	17028	33	5
111456256	3804	37152	72	10
838299648	3320	33540	65	9
3045679104	0	10320	20	3
2344132608	2416	18060	35	5
1004331008	0	23736	46	6
785432576	3480	12900	25	4
2411065344	0	30960	60	8
1805840384	0	23220	45	6
902795264	0	27864	54	7
5054464	4028	8256	16	3
789749760	3416	21156	41	6
1322549248	0	15480	30	4
9957376	3932	20640	40	6
1543479296	0	7224	14	2
1465884672	0	11352	22	3
1465950208	0	11352	22	3
2181468160	2676	13416	26	4
1956245504	0	19092	37	5
7143424	3964	16512	32	5
2346749952	2384	22188	43	6
2181496832	2676	13416	26	4
902860800	0	27864	54	7
10022912	3932	20640	40	6
1566298112	2932	17544	34	5
2917785600	0	14448	28	4
789815296	3416	21156	41	6
111431680	0	28380	55	7
111521792	3804	37152	72	10
10088448	3932	20640	40	6
2342563840	2448	13932	27	4
785498112	3480	12900	25	4
56213504	3836	33024	64	9
796299264	3384	25284	49	7
838365184	3320	33540	65	9
787001344	3448	17028	33	5
5574656	3996	12384	24	4
1591582720	2836	29928	58	8
2346815488	2384	22188	43	6
55660544	0	32508	63	8
2341322752	2480	9804	19	3
838430720	3320	33540	65	9
7208960	3964	16512	32	5
219303936	0	24252	47	6
1692934144	0	27348	53	7
1562968064	3028	5160	10	2
3103510528	0	6192	12	2
2127196160	0	14964	29	4
404967424	0	20124	39	5
1004396544	0	23736	46	6
3107446784	2096	5676	11	2
2354151424	2352	26316	51	7
2354216960	2352	26316	51	7
3045744640	0	10320	20	3
2346881024	2384	22188	43	6
10153984	3932	20640	40	6
14934016	3900	24768	48	7
1692999680	0	27348	53	7
10219520	3932	20640	40	6
784519168	3512	8772	17	3
796364800	3384	25284	49	7
2341388288	2480	9804	19	3
3045810176	0	10320	20	3
2346946560	2384	22188	43	6
2370859008	2320	30444	59	8
1804877824	2740	42312	82	11
2483056640	0	26832	52	7
1956311040	0	19092	37	5
2370924544	2320	30444	59	8
5640192	3996	12384	24	4
2411130880	0	30960	60	8
2749038592	0	18576	36	5
785563648	3480	12900	25	4
1624121344	0	31476	61	8
5705728	3996	12384	24	4
1956376576	0	19092	37	5
7274496	3964	16512	32	5
789880832	3416	21156	41	6
784584704	3512	8772	17	3
1003696128	3256	41796	81	11
2342629376	2448	13932	27	4
838496256	3320	33540	65	9
14999552	3900	24768	48	7
2596048896	0	22704	44	6
1466015744	0	11352	22	3
5120000	4028	8256	16	3
1956442112	0	19092	37	5
1805905920	0	23220	45	6
1693065216	0	27348	53	7
1150853120	0	19608	38	5
1150918656	0	19608	38	5
1466081280	0	11352	22	3
405032960	0	20124	39	5
787066880	3448	17028	33	5
796430336	3384	25284	49	7
2917851136	0	14448	28	4
789946368	3416	21156	41	6
2342694912	2448	13932	27	4
1150984192	0	19608	38	5
2127261696	0	14964	29	4
2749104128	0	18576	36	5
838205440	0	31992	62	8
1805971456	0	23220	45	6
1322614784	0	15480	30	4
3103576064	0	6192	12	2
2344198144	2416	18060	35	5
1693130752	0	27348	53	7
785629184	3480	12900	25	4
1004462080	0	23736	46	6
790011904	3416	21156	41	6
1563815936	2996	9288	18	3
2181525504	2676	13416	26	4
2749169664	0	18576	36	5
2347012096	2384	22188	43	6
2749235200	0	18576	36	5
2596114432	0	22704	44	6
7340032	3964	16512	32	5
2181554176	2676	13416	26	4
7405568	3964	16512	32	5
785694720	3480	12900	25	4
2342760448	2448	13932	27	4
111497216	0	28380	55	7
1956507648	0	19092	37	5
729051136	0	11868	23	3
652357632	0	15996	31	4
3045875712	0	10320	20	3
10285056	3932	20640	40	6
2917916672	0	14448	28	4
785760256	3480	12900	25	4
5771264	3996	12384	24	4
5185536	4028	8256	16	3
1693196288	0	27348	53	7
2596179968	0	22704	44	6
652423168	0	15996	31	4
2342825984	2448	13932	27	4
1569374208	2900	21672	42	6
219369472	0	24252	47	6
405098496	0	20124	39	5
2181582848	2676	13416	26	4
785825792	3480	12900	25	4
652488704	0	15996	31	4
1569439744	2900	21672	42	6
652554240	0	15996	31	4
1322680320	0	15480	30	4
1322745856	0	15480	30	4
1322811392	0	15480	30	4
219435008	0	24252	47	6
1569505280	2900	21672	42	6
785891328	3480	12900	25	4
1806036992	0	23220	45	6
790077440	3416	21156	41	6
1543544832	0	7224	14	2
2341453824	2480	9804	19	3
787132416	3448	17028	33	5
111562752	0	28380	55	7
3045941248	0	10320	20	3
1569570816	2900	21672	42	6
1563881472	2996	9288	18	3
1466146816	0	11352	22	3
2347077632	2384	22188	43	6
2917982208	0	14448	28	4
785956864	3480	12900	25	4
3046006784	0	10320	20	3
2341519360	2480	9804	19	3
2181611520	2676	13416	26	4
7471104	3964	16512	32	5
1322876928	0	15480	30	4
2181640192	2676	13416	26	4
5836800	3996	12384	24	4
1322942464	0	15480	30	4
786022400	3480	12900	25	4
405164032	0	20124	39	5
2370498560	0	35088	68	9
5902336	3996	12384	24	4
652619776	0	15996	31	4
1466212352	0	11352	22	3
796495872	3384	25284	49	7
2261381120	0	10836	21	3
2354282496	2352	26316	51	7
902926336	0	27864	54	7
15065088	3900	24768	48	7
3046072320	0	10320	20	3
652685312	0	15996	31	4
2483122176	0	26832	52	7
787197952	3448	17028	33	5
5967872	3996	12384	24	4
1323008000	0	15480	30	4
652750848	0	15996	31	4
1563947008	2996	9288	18	3
3046137856	0	10320	20	3
1978368	4060	4128	8	2
1956573184	0	19092	37	5
2410831872	2288	34572	67	9
729116672	0	11868	23	3
2344263680	2416	18060	35	5
2344329216	2416	18060	35	5
2341584896	2480	9804	19	3
790142976	3416	21156	41	6
1004527616	0	23736	46	6
784650240	3512	8772	17	3
219500544	0	24252	47	6
1466277888	0	11352	22	3
2749300736	0	18576	36	5
810713088	3352	29412	57	8
6033408	3996	12384	24	4
2347143168	2384	22188	43	6
2181668864	2676	13416	26	4
1566363648	2932	17544	34	5
1806102528	0	23220	45	6
784715776	3512	8772	17	3
787263488	3448	17028	33	5
729182208	0	11868	23	3
1564012544	2996	9288	18	3
136519680	4028	8256	16	3
1806168064	0	23220	45	6
2347208704	2384	22188	43	6
838561792	3320	33540	65	9
1323073536	0	15480	30	4
7536640	3964	16512	32	5
2341650432	2480	9804	19	3
136585216	4028	8256	16	3
2261405696	0	10836	21	3
2181697536	2676	13416	26	4
787329024	3448	17028	33	5
2344394752	2416	18060	35	5
3046203392	0	10320	20	3
772354048	0	7740	15	2
2483187712	0	26832	52	7
2344460288	2416	18060	35	5
1428140032	3192	12900	25	4
1591648256	2836	29928	58	8
2261430272	0	10836	21	3
1323139072	0	15480	30	4
1323204608	0	15480	30	4
902991872	0	27864	54	7
1806233600	0	23220	45	6
2347274240	2384	22188	43	6
3046268928	0	10320	20	3
1543610368	0	7224	14	2
27971584	3868	28896	56	8
28037120	3868	28896	56	8
1576710144	2868	25800	50	7
7602176	3964	16512	32	5
2261454848	0	10836	21	3
2344525824	2416	18060	35	5
2344591360	2416	18060	35	5
28102656	3868	28896	56	8
2342891520	2448	13932	27	4
2181726208	2676	13416	26	4
2261479424	0	10836	21	3
2347339776	2384	22188	43	6
1956638720	0	19092	37	5
2749366272	0	18576	36	5
2344656896	2416	18060	35	5
2342957056	2448	13932	27	4
1956704256	0	19092	37	5
28168192	3868	28896	56	8
2261504000	0	10836	21	3
1466343424	0	11352	22	3
729194496	0	11868	23	3
2341715968	2480	9804	19	3
787394560	3448	17028	33	5
1564078080	2996	9288	18	3
790208512	3416	21156	41	6
2347405312	2384	22188	43	6
1466368000	0	11352	22	3
2127327232	0	14964	29	4
3046334464	0	10320	20	3
1543675904	0	7224	14	2
219566080	0	24252	47	6
219631616	0	24252	47	6
652816384	0	15996	31	4
2354348032	2352	26316	51	7
7667712	3964	16512	32	5
2344722432	2416	18060	35	5
1569636352	2900	21672	42	6
729206784	0	11868	23	3
405229568	0	20124	39	5
405295104	0	20124	39	5
136650752	4028	8256	16	3
2181754880	2676	13416	26	4
2918047744	0	14448	28	4
27807744	0	36636	71	9
3057868800	2128	9804	19	3
1466392576	0	11352	22	3
1151049728	0	19608	38	5
2343022592	2448	13932	27	4
796561408	3384	25284	49	7
1566429184	2932	17544	34	5
2291888128	2644	9288	18	3
7733248	3964	16512	32	5
1323270144	0	15480	30	4
1956769792	0	19092	37	5
1956835328	0	19092	37	5
1151115264	0	19608	38	5
1466417152	0	11352	22	3
15130624	3900	24768	48	7
1004593152	0	23736	46	6
2344787968	2416	18060	35	5
787460096	3448	17028	33	5
729219072	0	11868	23	3
136716288	4028	8256	16	3
405360640	0	20124	39	5
7798784	3964	16512	32	5
652881920	0	15996	31	4
1151180800	0	19608	38	5
2354413568	2352	26316	51	7
2483253248	0	26832	52	7
1323335680	0	15480	30	4
1576775680	2868	25800	50	7
787525632	3448	17028	33	5
1693261824	0	27348	53	7
1323401216	0	15480	30	4
3057889280	2128	9804	19	3
2343088128	2448	13932	27	4
1428168704	3192	12900	25	4
2181783552	2676	13416	26	4
2127392768	0	14964	29	4
729231360	0	11868	23	3
1956900864	0	19092	37	5
2918113280	0	14448	28	4
1563033600	3028	5160	10	2
790274048	3416	21156	41	6
3107459072	2096	5676	11	2
2127458304	0	14964	29	4
1323466752	0	15480	30	4
2596245504	0	22704	44	6
2343153664	2448	13932	27	4
1566494720	2932	17544	34	5
1591713792	2836	29928	58	8
405426176	0	20124	39	5
2918178816	0	14448	28	4
1956966400	0	19092	37	5
1566560256	2932	17544	34	5
2749431808	0	18576	36	5
6098944	3996	12384	24	4
2918244352	0	14448	28	4
2181812224	2676	13416	26	4
2343219200	2448	13932	27	4
1566625792	2932	17544	34	5
1569701888	2900	21672	42	6
7864320	3964	16512	32	5
729243648	0	11868	23	3
787591168	3448	17028	33	5
729255936	0	11868	23	3
2344853504	2416	18060	35	5
784781312	3512	8772	17	3
2261528576	0	10836	21	3
2261553152	0	10836	21	3
2261577728	0	10836	21	3
729268224	0	11868	23	3
2127523840	0	14964	29	4
2181840896	2676	13416	26	4
1323532288	0	15480	30	4
2411196416	0	30960	60	8
219697152	0	24252	47	6
7929856	3964	16512	32	5
1957031936	0	19092	37	5
219762688	0	24252	47	6
1624186880	0	31476	61	8
15196160	3900	24768	48	7
3046359040	0	10320	20	3
1566691328	2932	17544	34	5
405491712	0	20124	39	5
796626944	3384	25284	49	7
7995392	3964	16512	32	5
787656704	3448	17028	33	5
6164480	3996	12384	24	4
787722240	3448	17028	33	5
136781824	4028	8256	16	3
1576148992	0	39732	77	10
6230016	3996	12384	24	4
1529020416	3160	8772	17	3
3057909760	2128	9804	19	3
787787776	3448	17028	33	5
652947456	0	15996	31	4
214568960	3996	12384	24	4
2918309888	0	14448	28	4
2918375424	0	14448	28	4
214634496	3996	12384	24	4
787853312	3448	17028	33	5
1569767424	2900	21672	42	6
1428197376	3192	12900	25	4
136847360	4028	8256	16	3
1151246336	0	19608	38	5
2918440960	0	14448	28	4
2327195648	0	6708	13	2
1151311872	0	19608	38	5
2483318784	0	26832	52	7
2749497344	0	18576	36	5
2291908608	2644	9288	18	3
2344919040	2416	18060	35	5
3103641600	0	6192	12	2
2181869568	2676	13416	26	4
56279040	3836	33024	64	9
1428226048	3192	12900	25	4
214700032	3996	12384	24	4
2354479104	2352	26316	51	7
796692480	3384	25284	49	7
1529040896	3160	8772	17	3
2749562880	0	18576	36	5
2181898240	2676	13416	26	4
214765568	3996	12384	24	4
2343284736	2448	13932	27	4
2370990080	2320	30444	59	8
3057930240	2128	9804	19	3
2261602304	0	10836	21	3
214831104	3996	12384	24	4
2483384320	0	26832	52	7
1529061376	3160	8772	17	3
405557248	0	20124	39	5
3103707136	0	6192	12	2
2261626880	0	10836	21	3
1323597824	0	15480	30	4
2261651456	0	10836	21	3
1466441728	0	11352	22	3
10350592	3932	20640	40	6
3103772672	0	6192	12	2
1466466304	0	11352	22	3
1466490880	0	11352	22	3
1323663360	0	15480	30	4
653012992	0	15996	31	4
772419584	0	7740	15	2
1566756864	2932	17544	34	5
2261676032	0	10836	21	3
2370564096	0	35088	68	9
2371055616	2320	30444	59	8
136912896	4028	8256	16	3
2181926912	2676	13416	26	4
1957097472	0	19092	37	5
2343350272	2448	13932	27	4
787918848	3448	17028	33	5
2127589376	0	14964	29	4
1466515456	0	11352	22	3
214896640	3996	12384	24	4
2343415808	2448	13932	27	4
214962176	3996	12384	24	4
1323728896	0	15480	30	4
1566822400	2932	17544	34	5
8060928	3964	16512	32	5
1529081856	3160	8772	17	3
653078528	0	15996	31	4
1566887936	2932	17544	34	5
1151377408	0	19608	38	5
787984384	3448	17028	33	5
729280512	0	11868	23	3
2181955584	2676	13416	26	4
1566953472	2932	17544	34	5
2127654912	0	14964	29	4
215027712	3996	12384	24	4
3057950720	2128	9804	19	3
2181984256	2676	13416	26	4
2291929088	2644	9288	18	3
10416128	3932	20640	40	6
1428254720	3192	12900	25	4
8126464	3964	16512	32	5
772485120	0	7740	15	2
405622784	0	20124	39	5
1151442944	0	19608	38	5
2291949568	2644	9288	18	3
215093248	3996	12384	24	4
1151508480	0	19608	38	5
2918506496	0	14448	28	4
729292800	0	11868	23	3
1323794432	0	15480	30	4
1591779328	2836	29928	58	8
215158784	3996	12384	24	4
3057971200	2128	9804	19	3
1569832960	2900	21672	42	6
790339584	3416	21156	41	6
729305088	0	11868	23	3
3057991680	2128	9804	19	3
788049920	3448	17028	33	5
2182012928	2676	13416	26	4
2344984576	2416	18060	35	5
1591844864	2836	29928	58	8
788115456	3448	17028	33	5
653144064	0	15996	31	4
2291970048	2644	9288	18	3
10481664	3932	20640	40	6
1957163008	0	19092	37	5
2343481344	2448	13932	27	4
